Prolific ID,ProificId,NumUserCommentsCreated,NumActorPostsLiked,NumActorPostsShared,NumActorCommentsLiked,UserPostsCreated,UserCommentsCreated,ActorPostsLiked(ImageName),ActorPostsLiked(PostID),ActorPostsShared(ImageName),ActorPostsShared(PostID),ActorCommentsLiked,TimeOnSite,"TimeSpentEachPost(ImageName,Time)","TimeSpentEachPost(PostID,Time)",PostLookup(PostID=ImageName),PageLog
,6a10cb6338ad938168dbbb18,3,9,4,0,,"We demand better gun safety in America, on Post t02lib-real.jpg (PostID 1), on Day 1
hurt consumers., on Post t21lib-real.jpg (PostID 20), on Day 1
hell yeah, on Post t13lib-ai.png (PostID 47), on Day 1
","t02lib-real.jpg,t21lib-real.jpg,t13lib-ai.png,t05lib-ai.png,t04lib-real.jpg,t28lib-real.jpg,t01lib-real.jpg,t08lib-real.jpg,t12lib-real.jpg","1,20,47,38,2,27,0,6,11","t13lib-ai.png,t04lib-real.jpg,t01lib-real.jpg,t12lib-real.jpg","47,2,0,11",,0,"[t02lib-real.jpg,24067];[t15lib-real.jpg,17134];[t30lib-real.jpg,29647];[t21lib-real.jpg,27265];[t09lib-real.jpg,13816];[t29lib-real.jpg,3263];[t13lib-ai.png,17019];[t11lib-real.jpg,13218];[t05lib-ai.png,19533];[t04lib-real.jpg,10132];[t20lib-real.jpg,1884];[t27lib-ai.png,3515];[t19lib-real.jpg,3244];[t28lib-real.jpg,8837];[t17lib-real.jpg,2767];[t01lib-real.jpg,4616];[t03lib-real.jpg,11933];[t08lib-real.jpg,7368];[t10lib-real.jpg,6282];[t14lib-real.jpg,4168];[t22lib-real.jpg,3049];[t12lib-real.jpg,6050];[t06lib-real.jpg,12135];[t23lib-real.jpg,11867];[t26lib-real.jpg,12569];[t16lib-real.jpg,5417]","[1,24067];[14,17134];[31,29647];[20,27265];[7,13816];[29,3263];[47,17019];[10,13218];[38,19533];[2,10132];[19,1884];[61,3515];[18,3244];[27,8837];[16,2767];[0,4616];[9,11933];[6,7368];[8,6282];[13,4168];[21,3049];[11,6050];[4,12135];[22,11867];[25,12569];[15,5417]",1=t02lib-real.jpg;14=t15lib-real.jpg;31=t30lib-real.jpg;20=t21lib-real.jpg;7=t09lib-real.jpg;29=t29lib-real.jpg;47=t13lib-ai.png;10=t11lib-real.jpg;38=t05lib-ai.png;2=t04lib-real.jpg;19=t20lib-real.jpg;61=t27lib-ai.png;18=t19lib-real.jpg;27=t28lib-real.jpg;16=t17lib-real.jpg;0=t01lib-real.jpg;9=t03lib-real.jpg;6=t08lib-real.jpg;8=t10lib-real.jpg;13=t14lib-real.jpg;21=t22lib-real.jpg;11=t12lib-real.jpg;4=t06lib-real.jpg;22=t23lib-real.jpg;25=t26lib-real.jpg;15=t16lib-real.jpg,/newsfeed/condition/
,69455a4f79340a5db27ff5bd,0,0,0,0,,,,,,,,66622,"[t15lib-real.jpg,5684];[t05lib-ai.png,8334];[t09lib-real.jpg,5850];[t11lib-ai.png,4984];[t04lib-real.jpg,3984];[t14lib-real.jpg,4834];[t20lib-ai.png,8434];[t06lib-real.jpg,6885];[t27lib-ai.png,3284];[t26lib-real.jpg,4767];[t30lib-ai.png,3879];[t02lib-real.jpg,6111];[t01lib-ai.png,2117];[t10lib-ai.png,2450];[t22lib-ai.png,3016];[t21lib-real.jpg,7899];[t16lib-ai.png,8966];[t29lib-real.jpg,5183];[t13lib-ai.png,4801];[t19lib-real.jpg,2283];[t28lib-real.jpg,1818];[t17lib-real.jpg,2834];[t03lib-real.jpg,2033];[t08lib-real.jpg,1567];[t12lib-real.jpg,3100];[t23lib-real.jpg,7033]","[14,5684];[38,8334];[7,5850];[45,4984];[2,3984];[13,4834];[54,8434];[4,6885];[61,3284];[25,4767];[64,3879];[1,6111];[35,2117];[43,2450];[56,3016];[20,7899];[50,8966];[29,5183];[47,4801];[18,2283];[27,1818];[16,2834];[9,2033];[6,1567];[11,3100];[22,7033]",14=t15lib-real.jpg;38=t05lib-ai.png;7=t09lib-real.jpg;45=t11lib-ai.png;2=t04lib-real.jpg;13=t14lib-real.jpg;54=t20lib-ai.png;4=t06lib-real.jpg;61=t27lib-ai.png;25=t26lib-real.jpg;64=t30lib-ai.png;1=t02lib-real.jpg;35=t01lib-ai.png;43=t10lib-ai.png;56=t22lib-ai.png;20=t21lib-real.jpg;50=t16lib-ai.png;29=t29lib-real.jpg;47=t13lib-ai.png;18=t19lib-real.jpg;27=t28lib-real.jpg;16=t17lib-real.jpg;9=t03lib-real.jpg;6=t08lib-real.jpg;11=t12lib-real.jpg;22=t23lib-real.jpg,/newsfeed/condition/
,6a15c6a9c1653695e350c77f,0,0,0,0,,,,,,,,130218,"[t02lib-ai.png,4872];[t05lib-ai.png,5688];[t09lib-ai.png,7872];[t29lib-real.jpg,8091];[t13lib-ai.png,9074];[t30lib-ai.png,16461];[t15lib-real.jpg,6605];[t21lib-ai.png,10976];[t04lib-real.jpg,21786];[t14lib-ai.png,12177];[t06lib-ai.png,7340];[t26lib-ai.png,4287];[t11lib-ai.png,7607];[t19lib-ai.png,9035];[t28lib-ai.png,10136];[t01lib-ai.png,1936];[t08lib-ai.png,1952];[t10lib-ai.png,4169];[t20lib-ai.png,4288];[t27lib-ai.png,4589];[t17lib-ai.png,6284];[t03lib-real.jpg,3420];[t23lib-ai.png,3045]","[36,4872];[38,5688];[42,7872];[29,8091];[47,9074];[64,16461];[14,6605];[55,10976];[2,21786];[48,12177];[39,7340];[60,4287];[45,7607];[53,9035];[62,10136];[35,1936];[41,1952];[43,4169];[54,4288];[61,4589];[51,6284];[9,3420];[57,3045]",36=t02lib-ai.png;38=t05lib-ai.png;42=t09lib-ai.png;29=t29lib-real.jpg;47=t13lib-ai.png;64=t30lib-ai.png;14=t15lib-real.jpg;55=t21lib-ai.png;2=t04lib-real.jpg;48=t14lib-ai.png;39=t06lib-ai.png;60=t26lib-ai.png;45=t11lib-ai.png;53=t19lib-ai.png;62=t28lib-ai.png;35=t01lib-ai.png;41=t08lib-ai.png;43=t10lib-ai.png;54=t20lib-ai.png;61=t27lib-ai.png;51=t17lib-ai.png;9=t03lib-real.jpg;57=t23lib-ai.png,/newsfeed/condition/
,6a1319c4c12cd346dece9fba@email.prolific.com,1,2,0,0,,"this is what its all about, on Post t03con-real.jpg (PostID 9), on Day 1
","t02con-real.jpg,t03con-real.jpg","1,9",,,,117899,"[t30con-ai.png,9898];[t02con-real.jpg,21775];[t05con-ai.png,2466];[t09con-real.jpg,2052];[t13con-ai.png,3375];[t04con-real.jpg,2828];[t06con-real.jpg,4067];[t26con-real.jpg,2453];[t28con-real.jpg,5103];[t01con-ai.png,1895];[t15con-real.jpg,4335];[t03con-real.jpg,17873];[t21con-real.jpg,4641];[t11con-ai.png,4015];[t08con-real.jpg,11245];[t14con-real.jpg,4830];[t20con-ai.png,2749];[t23con-real.jpg,6096];[t19con-real.jpg,2135];[t10con-ai.png,1866];[t22con-ai.png,1920]","[64,9898];[1,21775];[31,2466];[7,2052];[40,3375];[2,2828];[4,4067];[25,2453];[27,5103];[28,1895];[14,4335];[9,17873];[20,4641];[38,4015];[6,11245];[13,4830];[47,2749];[22,6096];[18,2135];[36,1866];[49,1920]",64=t30con-ai.png;1=t02con-real.jpg;31=t05con-ai.png;7=t09con-real.jpg;40=t13con-ai.png;2=t04con-real.jpg;4=t06con-real.jpg;25=t26con-real.jpg;27=t28con-real.jpg;28=t01con-ai.png;14=t15con-real.jpg;9=t03con-real.jpg;20=t21con-real.jpg;38=t11con-ai.png;6=t08con-real.jpg;13=t14con-real.jpg;47=t20con-ai.png;22=t23con-real.jpg;18=t19con-real.jpg;36=t10con-ai.png;49=t22con-ai.png,/newsfeed/condition/
,69c1bb3ac815e0c031208a9b,0,5,0,0,,,"t21con-real.jpg,t11con-real.jpg,t26con-real.jpg,t23con-real.jpg,t27con-real.jpg","20,10,25,22,26",,,,211818,"[t30con-real.jpg,19345];[t21con-real.jpg,21051];[t05con-real.jpg,9483];[t02con-real.jpg,7200];[t15con-real.jpg,6483];[t29con-real.jpg,10100];[t13con-real.jpg,6450];[t11con-real.jpg,7316];[t04con-real.jpg,3983];[t09con-real.jpg,11467];[t14con-real.jpg,34968];[t20con-real.jpg,5433];[t06con-real.jpg,4917];[t26con-real.jpg,3717];[t19con-real.jpg,3432];[t17con-real.jpg,2967];[t01con-real.jpg,3068];[t03con-real.jpg,4950];[t08con-real.jpg,2784];[t12con-real.jpg,5999];[t16con-real.jpg,6934];[t23con-real.jpg,24251];[t27con-real.jpg,3735];[t28con-real.jpg,2833];[t10con-real.jpg,2551];[t22con-real.jpg,1617]","[64,19345];[20,21051];[3,9483];[1,7200];[14,6483];[63,10100];[12,6450];[10,7316];[2,3983];[7,11467];[13,34968];[19,5433];[4,4917];[25,3717];[18,3432];[16,2967];[0,3068];[9,4950];[6,2784];[11,5999];[15,6934];[22,24251];[26,3735];[27,2833];[8,2551];[21,1617]",64=t30con-real.jpg;20=t21con-real.jpg;3=t05con-real.jpg;1=t02con-real.jpg;14=t15con-real.jpg;63=t29con-real.jpg;12=t13con-real.jpg;10=t11con-real.jpg;2=t04con-real.jpg;7=t09con-real.jpg;13=t14con-real.jpg;19=t20con-real.jpg;4=t06con-real.jpg;25=t26con-real.jpg;18=t19con-real.jpg;16=t17con-real.jpg;0=t01con-real.jpg;9=t03con-real.jpg;6=t08con-real.jpg;11=t12con-real.jpg;15=t16con-real.jpg;22=t23con-real.jpg;26=t27con-real.jpg;27=t28con-real.jpg;8=t10con-real.jpg;21=t22con-real.jpg,/newsfeed/condition/
,6a1e12fbe135023312071997,1,2,0,0,,"ideological judicial activists, on Post t26con-ai.png (PostID 53), on Day 1
","t02con-ai.png,t23con-ai.png","29,50",,,,195854,"[t02con-ai.png,12117];[t30con-ai.png,12002];[t21con-ai.png,9867];[t05con-ai.png,6117];[t09con-ai.png,4980];[t29con-real.jpg,0];[t29con-real.jpg,3750];[t13con-ai.png,4119];[t11con-ai.png,0];[t11con-ai.png,4468];[t04con-real.jpg,5436];[t15con-real.jpg,11899];[t14con-ai.png,5750];[t20con-ai.png,3400];[t06con-ai.png,5667];[t26con-ai.png,29568];[t19con-ai.png,3667];[t28con-ai.png,6232];[t17con-ai.png,4299];[t01con-ai.png,1983];[t08con-ai.png,5050];[t10con-ai.png,5251];[t22con-ai.png,7035];[t12con-real.jpg,2517];[t27con-ai.png,8118];[t16con-ai.png,5400];[t03con-real.jpg,2550];[t23con-ai.png,27364]","[29,12117];[64,12002];[48,9867];[31,6117];[35,4980];[63,0];[63,3750];[40,4119];[38,0];[38,4468];[2,5436];[14,11899];[41,5750];[47,3400];[32,5667];[53,29568];[46,3667];[55,6232];[44,4299];[28,1983];[34,5050];[36,5251];[49,7035];[11,2517];[54,8118];[43,5400];[9,2550];[50,27364]",29=t02con-ai.png;64=t30con-ai.png;48=t21con-ai.png;31=t05con-ai.png;35=t09con-ai.png;63=t29con-real.jpg;40=t13con-ai.png;38=t11con-ai.png;2=t04con-real.jpg;14=t15con-real.jpg;41=t14con-ai.png;47=t20con-ai.png;32=t06con-ai.png;53=t26con-ai.png;46=t19con-ai.png;55=t28con-ai.png;44=t17con-ai.png;28=t01con-ai.png;34=t08con-ai.png;36=t10con-ai.png;49=t22con-ai.png;11=t12con-real.jpg;54=t27con-ai.png;43=t16con-ai.png;9=t03con-real.jpg;50=t23con-ai.png,/newsfeed/condition/
,69f86b467f454f0dfd23fd66,0,9,0,0,,,"t09lib-real.jpg,t13lib-ai.png,t20lib-real.jpg,t26lib-real.jpg,t17lib-real.jpg,t03lib-real.jpg,t08lib-real.jpg,t12lib-real.jpg,t23lib-real.jpg","7,47,19,25,16,9,6,11,22",,,,113636,"[t30lib-real.jpg,56493];[t21lib-real.jpg,4668];[t09lib-real.jpg,3815];[t13lib-ai.png,1984];[t20lib-real.jpg,1833];[t26lib-real.jpg,2968];[t17lib-real.jpg,2549];[t03lib-real.jpg,3516];[t08lib-real.jpg,3800];[t12lib-real.jpg,4032];[t23lib-real.jpg,8310];[t28lib-real.jpg,1515];[t01lib-real.jpg,2385]","[31,56493];[20,4668];[7,3815];[47,1984];[19,1833];[25,2968];[16,2549];[9,3516];[6,3800];[11,4032];[22,8310];[27,1515];[0,2385]",31=t30lib-real.jpg;20=t21lib-real.jpg;7=t09lib-real.jpg;47=t13lib-ai.png;19=t20lib-real.jpg;25=t26lib-real.jpg;16=t17lib-real.jpg;9=t03lib-real.jpg;6=t08lib-real.jpg;11=t12lib-real.jpg;22=t23lib-real.jpg;27=t28lib-real.jpg;0=t01lib-real.jpg,/newsfeed/condition/
,5cb9ca6814b3cb0017e4f7dd,1,14,0,0,,"And yet we keep cutting it, on Post t14lib-real.jpg (PostID 13), on Day 1
","t02lib-real.jpg,t15lib-real.jpg,t21lib-real.jpg,t09lib-real.jpg,t13lib-ai.png,t04lib-real.jpg,t14lib-real.jpg,t19lib-real.jpg,t01lib-real.jpg,t05lib-ai.png,t22lib-real.jpg,t12lib-real.jpg,t16lib-real.jpg,t11lib-real.jpg","1,14,20,7,47,2,13,18,0,38,21,11,15,10",,,,103479,"[t30lib-real.jpg,23774];[t02lib-real.jpg,7136];[t15lib-real.jpg,6966];[t21lib-real.jpg,4483];[t09lib-real.jpg,5700];[t13lib-ai.png,2750];[t04lib-real.jpg,3951];[t14lib-real.jpg,10163];[t20lib-real.jpg,3250];[t27lib-ai.png,3567];[t19lib-real.jpg,2617];[t28lib-real.jpg,5549];[t17lib-real.jpg,3434];[t01lib-real.jpg,2784];[t05lib-ai.png,6417];[t10lib-real.jpg,4152];[t22lib-real.jpg,1632];[t12lib-real.jpg,3774];[t16lib-real.jpg,3799];[t29lib-real.jpg,4933];[t11lib-real.jpg,3767];[t06lib-real.jpg,3200];[t26lib-real.jpg,5333];[t03lib-real.jpg,2000];[t08lib-real.jpg,2132];[t23lib-real.jpg,7094]","[31,23774];[1,7136];[14,6966];[20,4483];[7,5700];[47,2750];[2,3951];[13,10163];[19,3250];[61,3567];[18,2617];[27,5549];[16,3434];[0,2784];[38,6417];[8,4152];[21,1632];[11,3774];[15,3799];[29,4933];[10,3767];[4,3200];[25,5333];[9,2000];[6,2132];[22,7094]",31=t30lib-real.jpg;1=t02lib-real.jpg;14=t15lib-real.jpg;20=t21lib-real.jpg;7=t09lib-real.jpg;47=t13lib-ai.png;2=t04lib-real.jpg;13=t14lib-real.jpg;19=t20lib-real.jpg;61=t27lib-ai.png;18=t19lib-real.jpg;27=t28lib-real.jpg;16=t17lib-real.jpg;0=t01lib-real.jpg;38=t05lib-ai.png;8=t10lib-real.jpg;21=t22lib-real.jpg;11=t12lib-real.jpg;15=t16lib-real.jpg;29=t29lib-real.jpg;10=t11lib-real.jpg;4=t06lib-real.jpg;25=t26lib-real.jpg;9=t03lib-real.jpg;6=t08lib-real.jpg;22=t23lib-real.jpg,/newsfeed/condition/
,65f07a7446073902ed31d06d,0,4,0,0,,,"t02con-real.jpg,t13con-real.jpg,t23con-real.jpg,t19con-real.jpg","1,12,22,18",,,,74192,"[t02con-real.jpg,0];[t13con-real.jpg,6349];[t23con-real.jpg,11314];[t30con-real.jpg,4228];[t19con-real.jpg,3743];[t16con-real.jpg,3759]","[1,0];[12,6349];[22,11314];[64,4228];[18,3743];[15,3759]",1=t02con-real.jpg;12=t13con-real.jpg;22=t23con-real.jpg;64=t30con-real.jpg;18=t19con-real.jpg;15=t16con-real.jpg,/newsfeed/condition/
,69432f5eec27bf29567095f7,2,0,0,0,,"Go back to your country if it is so bad here. Under Sharia law half the people who protest would be killed and half of these people are paid protestors, it has been proven by independent journalists like Nick Shirley and Angela Rose., on Post t30lib-real.jpg (PostID 31), on Day 1
Murder is murder no matter how you frame or word it. You care more about money and pleasure than life, stop playing games and find God., on Post t05lib-ai.png (PostID 38), on Day 1
",,,,,,264069,"[t30lib-real.jpg,96769];[t02lib-real.jpg,36870];[t15lib-real.jpg,0];[t05lib-ai.png,33351];[t13lib-ai.png,2250];[t11lib-real.jpg,0];[t04lib-real.jpg,1882];[t04lib-real.jpg,0];[t14lib-real.jpg,0];[t20lib-real.jpg,0];[t27lib-ai.png,3151];[t01lib-real.jpg,0];[t08lib-real.jpg,1934];[t03lib-real.jpg,0];[t10lib-real.jpg,3966];[t12lib-real.jpg,0];[t16lib-real.jpg,4894];[t22lib-real.jpg,0];[t23lib-real.jpg,3524]","[31,96769];[1,36870];[14,0];[38,33351];[47,2250];[10,0];[2,1882];[2,0];[13,0];[19,0];[61,3151];[0,0];[6,1934];[9,0];[8,3966];[11,0];[15,4894];[21,0];[22,3524]",31=t30lib-real.jpg;1=t02lib-real.jpg;14=t15lib-real.jpg;38=t05lib-ai.png;47=t13lib-ai.png;10=t11lib-real.jpg;2=t04lib-real.jpg;13=t14lib-real.jpg;19=t20lib-real.jpg;61=t27lib-ai.png;0=t01lib-real.jpg;6=t08lib-real.jpg;9=t03lib-real.jpg;8=t10lib-real.jpg;11=t12lib-real.jpg;15=t16lib-real.jpg;21=t22lib-real.jpg;22=t23lib-real.jpg,/newsfeed/condition/
,66b2a6152d3083bbaccd3431,8,1,0,0,,"disgusting, on Post t05con-ai.png (PostID 31), on Day 1
pedophile, on Post t09con-real.jpg (PostID 7), on Day 1
I agree. Conservatives should not recieve any vaccines or medical care. Pray about it and fill up the grave yards instead!, on Post t13con-ai.png (PostID 40), on Day 1
US president talks about raping children, on Post t20con-ai.png (PostID 47), on Day 1
pedophile supporters, on Post t29con-real.jpg (PostID 63), on Day 1
meanwhile the only indoctrination is from conservatives. they have to keep their base as dumb as possible., on Post t28con-real.jpg (PostID 27), on Day 1
sports are childrens games. conservatives need to quit worrying about a childs private parts., on Post t10con-ai.png (PostID 36), on Day 1
yes ! die instead <3, on Post t12con-real.jpg (PostID 11), on Day 1
",t12con-real.jpg,11,,,,269164,"[t30con-ai.png,8843];[t02con-real.jpg,2475];[t15con-real.jpg,3574];[t21con-real.jpg,2849];[t05con-ai.png,10360];[t09con-real.jpg,5487];[t13con-ai.png,42153];[t11con-ai.png,4068];[t04con-real.jpg,8620];[t14con-real.jpg,3588];[t20con-ai.png,12244];[t29con-real.jpg,14034];[t06con-real.jpg,2554];[t28con-real.jpg,0];[t28con-real.jpg,35927];[t17con-real.jpg,1867];[t01con-ai.png,4446];[t03con-real.jpg,2901];[t08con-real.jpg,36449];[t10con-ai.png,0];[t22con-ai.png,31621];[t12con-real.jpg,24659];[t16con-ai.png,4707];[t23con-real.jpg,6345]","[64,8843];[1,2475];[14,3574];[20,2849];[31,10360];[7,5487];[40,42153];[38,4068];[2,8620];[13,3588];[47,12244];[63,14034];[4,2554];[27,0];[27,35927];[16,1867];[28,4446];[9,2901];[6,36449];[36,0];[49,31621];[11,24659];[43,4707];[22,6345]",64=t30con-ai.png;1=t02con-real.jpg;14=t15con-real.jpg;20=t21con-real.jpg;31=t05con-ai.png;7=t09con-real.jpg;40=t13con-ai.png;38=t11con-ai.png;2=t04con-real.jpg;13=t14con-real.jpg;47=t20con-ai.png;63=t29con-real.jpg;4=t06con-real.jpg;27=t28con-real.jpg;16=t17con-real.jpg;28=t01con-ai.png;9=t03con-real.jpg;6=t08con-real.jpg;36=t10con-ai.png;49=t22con-ai.png;11=t12con-real.jpg;43=t16con-ai.png;22=t23con-real.jpg,/newsfeed/condition/
,6a058f04b3b6ce4728fbb3a3,4,12,3,0,,"never walk alone, on Post t30con-real.jpg (PostID 64), on Day 1
Cormforting, on Post t02con-real.jpg (PostID 1), on Day 1
dreams are valid, on Post t21con-real.jpg (PostID 20), on Day 1
generation today, on Post t05con-ai.png (PostID 31), on Day 1
","t30con-real.jpg,t21con-real.jpg,t05con-ai.png,t29con-real.jpg,t13con-ai.png,t04con-real.jpg,t20con-real.jpg,t27con-ai.png,t26con-real.jpg,t03con-real.jpg,t16con-real.jpg,t23con-real.jpg","64,20,31,63,40,2,19,54,25,9,15,22","t15con-real.jpg,t09con-real.jpg,t13con-ai.png","14,7,40",,221849,"[t30con-real.jpg,5968];[t02con-real.jpg,17018];[t15con-real.jpg,8937];[t21con-real.jpg,16146];[t05con-ai.png,18893];[t09con-real.jpg,6167];[t29con-real.jpg,4834];[t13con-ai.png,5450];[t11con-real.jpg,2826];[t04con-real.jpg,13860];[t20con-real.jpg,2089];[t06con-real.jpg,4767];[t27con-ai.png,10647];[t26con-real.jpg,0];[t28con-real.jpg,2101];[t01con-real.jpg,4335];[t03con-real.jpg,3550];[t16con-real.jpg,17631];[t23con-real.jpg,29790]","[64,5968];[1,17018];[14,8937];[20,16146];[31,18893];[7,6167];[63,4834];[40,5450];[10,2826];[2,13860];[19,2089];[4,4767];[54,10647];[25,0];[27,2101];[0,4335];[9,3550];[15,17631];[22,29790]",64=t30con-real.jpg;1=t02con-real.jpg;14=t15con-real.jpg;20=t21con-real.jpg;31=t05con-ai.png;7=t09con-real.jpg;63=t29con-real.jpg;40=t13con-ai.png;10=t11con-real.jpg;2=t04con-real.jpg;19=t20con-real.jpg;4=t06con-real.jpg;54=t27con-ai.png;25=t26con-real.jpg;27=t28con-real.jpg;0=t01con-real.jpg;9=t03con-real.jpg;15=t16con-real.jpg;22=t23con-real.jpg,/newsfeed/condition/
